Instrument,Revenue
PCAR.O,8194900000
PCAR.O,11396300000
PCAR.O,11396300000
PCAR.O,11396300000
PCAR.O,11396300000
PCAR.O,14057400000
PCAR.O,14057400000
PCAR.O,14057400000
PCAR.O,14057400000
PCAR.O,16454100000
PCAR.O,16454100000
PCAR.O,16454100000
PCAR.O,16454100000
PCAR.O,15221700000
PCAR.O,15221700000
PCAR.O,15221700000
PCAR.O,15221700000
PCAR.O,14972500000
PCAR.O,14972500000
PCAR.O,14972500000
PCAR.O,14972500000
PCAR.O,8086500000
PCAR.O,8086500000
PCAR.O,8086500000
PCAR.O,8086500000
PCAR.O,10292900000
PCAR.O,10292900000
PCAR.O,10292900000
PCAR.O,10292900000
PCAR.O,16355200000
PCAR.O,16355200000
PCAR.O,16355200000
PCAR.O,16355200000
PCAR.O,17050500000
PCAR.O,17050500000
PCAR.O,17050500000
PCAR.O,17050500000
PCAR.O,17123800000
PCAR.O,17123800000
PCAR.O,17123800000
PCAR.O,17123800000
PCAR.O,18997000000
PCAR.O,18997000000
PCAR.O,18997000000
PCAR.O,18997000000
PCAR.O,19115100000
PCAR.O,19115100000
PCAR.O,19115100000
PCAR.O,19115100000
PCAR.O,17032900000
PCAR.O,17032900000
PCAR.O,17032900000
PCAR.O,17032900000
PCAR.O,19456400000
PCAR.O,19456400000
PCAR.O,19456400000
PCAR.O,19456400000
PCAR.O,23495700000
PCAR.O,23495700000
PCAR.O,23495700000
PCAR.O,23495700000
PCAR.O,25599700000
PCAR.O,25599700000
PCAR.O,25599700000
PCAR.O,25599700000
PCAR.O,18728500000
PCAR.O,18728500000
PCAR.O,18728500000
PCAR.O,18728500000
PCAR.O,23522300000
PCAR.O,23522300000
PCAR.O,23522300000
PCAR.O,23522300000
PCAR.O,28819700000
PCAR.O,28819700000
PCAR.O,28819700000
PCAR.O,28819700000
PCAR.O,35127400000
PCAR.O,35127400000
PCAR.O,35127400000
